measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,3,Rate,2007,204.47075229808848,212.1792976116821,188.61192290041214
1,Deaths,102,United States of America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2007,143.95999755522675,148.8597178824952,133.94225158514595
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,1,Number,1995,285184.50543478003,294848.3302667336,266973.64957498095
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,2,Percent,1995,0.31414828703957753,0.32469978257596543,0.29383719071452147
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,3,Rate,1995,223.44513739787283,231.01684843481314,209.17673532069125
1,Deaths,67,Japan,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1995,145.5694689833334,150.57629329349896,136.16386783204524
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,1,Number,1992,10691.821030488114,12788.620425860778,8827.276842231562
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,2,Percent,1992,0.03460593617606294,0.040973902042060625,0.02887270165109297
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,3,Rate,1992,58.03333510572947,69.41439560180076,47.91291526443393
1,Deaths,190,Uganda,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1992,148.3877277577739,178.07639188943568,124.22716758298719
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,1,Number,1994,11969.886382709637,14281.537970681064,10066.668545483533
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,2,Percent,1994,0.03683247226275693,0.04338149841682881,0.03143303792734972
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,3,Rate,1994,60.73949050368873,72.46963857579124,51.08188156283617
1,Deaths,190,Uganda,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1994,158.78537658816322,187.68305372758564,133.7975699543495
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,1,Number,2008,620750.7473992292,644986.4882419865,570669.6510344921
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,2,Percent,2008,0.25407950879457486,0.26410615219606115,0.2338686039375983
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,3,Rate,2008,204.3284493949243,212.30596914352788,187.84358359801968
1,Deaths,102,United States of America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2008,141.9032768217335,146.87109933578105,131.54391106077537
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,1,Number,1997,13306.359192389598,15494.706045975337,11183.86626120355
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,2,Percent,1997,0.03860062410998721,0.04516097896326353,0.0332217049793373
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,3,Rate,1997,60.81427013710628,70.81570740356487,51.11380612475107
1,Deaths,190,Uganda,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1997,165.99497642976232,192.14844780226213,142.27022974633985
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,1,Number,1995,12486.929648508489,14862.486327793285,10556.075929341296
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,2,Percent,1995,0.03758794317663443,0.04413744032284569,0.03215510638519403
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,3,Rate,1995,61.20465889212826,72.84844486091595,51.74058352862674
1,Deaths,190,Uganda,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1995,162.41995682077032,191.55677326897802,138.62696250500434
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,1,Number,2009,628396.415685838,653717.7021730982,578086.5721703073
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,2,Percent,2009,0.2566957613361251,0.26712179913349976,0.2361460670705944
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,3,Rate,2009,204.9521117416136,213.21067434323876,188.5435065801018
1,Deaths,102,United States of America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2009,140.56562715597875,145.65895675556305,130.37294308678966
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,1,Number,1998,309638.38591654866,321668.1129009249,286104.44405288494
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,2,Percent,1998,0.3292806119346686,0.34190175893899144,0.30418928700100567
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,3,Rate,1998,240.94047399575274,250.30122593571505,222.6278894922674
1,Deaths,67,Japan,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1998,143.0627981174702,148.48656380918962,132.5423320514891
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,1,Number,2010,628034.0495859621,654199.8652650353,577231.2555253234
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,2,Percent,2010,0.25592304656604,0.2666500670896644,0.2352794627746279
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,3,Rate,2010,203.0422732440742,211.5016341660925,186.6178217353972
1,Deaths,102,United States of America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2010,137.08140097091848,142.2314148111406,127.02209882508734
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,1,Number,1999,14212.863591209914,16746.175367004464,12042.772516777562
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,2,Percent,1999,0.04035810963129426,0.04730340239308718,0.034917091204912674
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,3,Rate,1999,60.60790621777417,71.41070619839851,51.35398806967012
1,Deaths,190,Uganda,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1999,170.13085495439068,196.7496281207172,144.79495085990848
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,1,Number,2011,637356.8301369287,664168.1601755029,585797.3192498996
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,2,Percent,2011,0.2547586638559677,0.26543630833634074,0.2341556483528073
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,3,Rate,2011,204.33141449650896,212.92690878208458,187.801854770866
1,Deaths,102,United States of America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2011,135.99139575148658,141.12306047197265,125.99692019420405
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,1,Number,2000,322557.9003136496,336249.98388328345,295669.9969919203
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,2,Percent,2000,0.3342517214511504,0.3483292565369886,0.306165241965162
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,3,Rate,2000,250.06728567439544,260.6822548633563,229.22208239584504
1,Deaths,67,Japan,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2000,139.7952059227963,145.41175418493413,128.8812811234663
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,1,Number,1998,13844.023672091811,16360.63407394534,11745.377793726035
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,2,Percent,1998,0.039624453187038965,0.046010823620053674,0.03442311552266699
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,3,Rate,1998,61.10550624524063,72.2134584034922,51.842388681699795
1,Deaths,190,Uganda,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1998,168.94068952577135,196.51688527458433,144.58612081977066
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,1,Number,2001,15139.045990611334,17979.588342113402,12764.991357025987
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,2,Percent,2001,0.043021554326665726,0.05065538008427711,0.03747329947989724
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,3,Rate,2001,60.36236503985597,71.68816816106138,50.896540541673446
1,Deaths,190,Uganda,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2001,172.95250684940333,202.2264221286262,148.19722984988158
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,1,Number,1997,298628.9668755302,309475.4666477849,277097.12067605817
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,2,Percent,1997,0.32819811531714244,0.34033308406636703,0.30427247846317995
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,3,Rate,1997,232.8775225657163,241.33586477511474,216.08650911627757
1,Deaths,67,Japan,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1997,142.62498817299792,147.73834468676253,132.53911262521444
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,1,Number,2012,643652.1207500211,671784.2245631907,591252.9645177695
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,2,Percent,2012,0.253970328741693,0.26488880693453754,0.23331212570236934
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,3,Rate,2012,204.67823662121188,213.62410849096446,188.01556038306094
1,Deaths,102,United States of America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2012,134.07204061534148,139.39486391194623,124.22226821041501
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,1,Number,2013,647852.6347625048,676130.7373341622,594352.1900123514
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,2,Percent,2013,0.25154584526385665,0.2623927049705409,0.23076844312898212
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,3,Rate,2013,204.38804360028516,213.30937192592833,187.50943471998391
1,Deaths,102,United States of America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2013,131.63449631686748,136.8277903391259,121.73642504709122
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,1,Number,1999,317553.62200230884,330002.7016252546,291993.2551207796
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,2,Percent,1999,0.3282676642697271,0.3412449734667669,0.3023372300137123
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,3,Rate,1999,246.62836887798034,256.29696022352897,226.7768819002361
1,Deaths,67,Japan,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1999,142.1682605478892,147.55485056835548,131.2272600433376
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,1,Number,2001,327049.5662182151,341750.6097503339,298134.2175395322
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,2,Percent,2001,0.3369285811043996,0.3518577211503422,0.3072804155963097
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,3,Rate,2001,253.11618938857046,264.49389021206747,230.7374932263296
1,Deaths,67,Japan,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2001,137.19091038959883,142.95978743800495,125.95979599059723
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,1,Number,2003,15522.347500258682,18388.23218059098,13168.553339677926
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,2,Percent,2003,0.04504217306098971,0.052117872629256885,0.039152137707806525
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,3,Rate,2003,58.07378099271808,68.79591946263896,49.26752751970265
1,Deaths,190,Uganda,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2003,169.89311603522611,199.46756711276157,147.50155111858675
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,1,Number,2014,656571.5271777825,685600.8975819299,602417.8950034115
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,2,Percent,2014,0.25019908824034226,0.26108590597196135,0.22941821327882203
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,3,Rate,2014,205.54599939344203,214.6339215839318,188.59268663875704
1,Deaths,102,United States of America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2014,130.36665192967308,135.55386082640814,120.64847601819281
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,1,Number,2000,14764.038973070394,17420.388063643968,12399.770415852863
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,2,Percent,2000,0.041701122952528716,0.049145504508364184,0.03607960080957485
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,3,Rate,2000,60.857561837986566,71.80706754829566,51.112015908114856
1,Deaths,190,Uganda,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2000,173.31396386721735,201.12283440218573,148.5401821933485
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,1,Number,2003,339453.25263105385,356074.6841607868,307308.15364746127
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,2,Percent,2003,0.33563987265005313,0.35184019343693335,0.30369564032660645
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,3,Rate,2003,261.9698479268068,274.7972810311307,237.1621707958513
1,Deaths,67,Japan,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2003,132.96678922986843,138.82634847883915,121.66333261900408
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,1,Number,2015,660538.9303253618,690339.3379170954,604996.2671804238
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,2,Percent,2015,0.24584255540072483,0.2567743361010667,0.22522928191737102
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,3,Rate,2015,205.25755290131403,214.51780760685912,187.99808401106068
1,Deaths,102,United States of America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2015,128.02514901305673,133.25480123660284,118.3249763688371
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,1,Number,2004,349170.4797525879,366883.49444305216,314646.9060629126
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,2,Percent,2004,0.33722693027752787,0.3540939114313606,0.30416747389136667
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,3,Rate,2004,269.20658006555027,282.86311858750537,242.5892863836104
1,Deaths,67,Japan,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2004,132.62565266881012,138.5916011911915,121.0386842113983
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,1,Number,2006,361910.78551521007,381593.07632224355,324482.98216521775
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,2,Percent,2006,0.3333679379359521,0.3511337620722783,0.29874212976168607
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,3,Rate,2006,278.6750922880591,293.8306621870944,249.85529202195173
1,Deaths,67,Japan,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2006,129.39770798089347,135.43844807455702,117.9009094436713
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,1,Number,2016,671257.5406323491,701694.9300671829,614510.730762713
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,2,Percent,2016,0.2437684895363845,0.25466916019767494,0.22322454818639903
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,3,Rate,2016,207.14086227268265,216.53342281944586,189.62957574538743
1,Deaths,102,United States of America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2016,127.24824790393865,132.46067337809762,117.54920203114843
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,1,Number,2005,15986.363365463858,18844.463070894097,13673.196968794886
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,2,Percent,2005,0.049761857649134766,0.057098700781816746,0.044304962350690424
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,3,Rate,2005,56.32219145754098,66.39167600095773,48.17258308896123
1,Deaths,190,Uganda,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2005,165.61092570504323,194.21028763869458,144.17893972124196
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,1,Number,2007,16222.177316422698,19352.830841611132,13657.178099760598
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,2,Percent,2007,0.05287361198822695,0.060680984538642915,0.04720703916029394
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,3,Rate,2007,53.961268971661184,64.37503980122482,45.429084299861124
1,Deaths,190,Uganda,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2007,158.80982540252415,185.05228970675216,136.55454533820685
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,1,Number,2017,673623.9318740044,703616.7254291817,616417.4229277617
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,2,Percent,2017,0.24038579714080718,0.25104157145417644,0.21985820347018167
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,3,Rate,2017,206.53198903963633,215.72773018940987,188.99256753213103
1,Deaths,102,United States of America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2017,124.62426055227343,129.68335969885536,115.08904238470697
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,1,Number,2008,376396.72336824686,397743.40517466,335079.2365465687
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,2,Percent,2008,0.33239521886418333,0.35116600155405997,0.2957683549920776
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,3,Rate,2008,289.5627021964578,305.98474437440115,257.7770824254094
1,Deaths,67,Japan,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2008,126.36472528626503,132.33427687593257,114.88917495567505
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,1,Number,2004,15916.176569666604,18852.242334251365,13471.287088697212
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,2,Percent,2004,0.047478034029179786,0.05507969509569295,0.0418673209454963
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,3,Rate,2004,57.765224199353945,68.4212065838745,48.89188779266959
1,Deaths,190,Uganda,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2004,168.5209885515177,197.4499825933418,146.29864915956094
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,1,Number,2018,672660.746444314,704017.8872630704,614476.9493734764
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,2,Percent,2018,0.23816620946502307,0.2490698552931723,0.217475053361497
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,3,Rate,2018,204.9927369092132,214.5487964118122,187.26127886239135
1,Deaths,102,United States of America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2018,121.33285711964736,126.45938829945224,111.88131939841209
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,1,Number,2007,369201.85638559004,389109.9176814008,329439.54274255823
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,2,Percent,2007,0.33341445366253253,0.35172526288662875,0.2977725187564545
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,3,Rate,2007,284.134655998511,299.4557332088456,253.53391249393783
1,Deaths,67,Japan,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2007,127.80874221554731,133.57988844500193,116.0876732960764
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,1,Number,2005,356892.5123164703,375079.74698524945,321313.3190410871
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,2,Percent,2005,0.33322279352695794,0.35003987046925034,0.29985241325957523
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,3,Rate,2005,274.9684225366614,288.980807371297,247.55637461623888
1,Deaths,67,Japan,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2005,131.4074617718197,137.25291100410558,120.08904596260987
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,1,Number,2019,677068.2475330861,709106.8901066124,617885.885883699
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,2,Percent,2019,0.2373043746894564,0.2484927067540398,0.21637769588615297
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,3,Rate,2019,205.17458669729666,214.883379381515,187.2403287618151
1,Deaths,102,United States of America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2019,119.24335740605197,124.29488490181345,109.8694976876891
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,1,Number,2006,16104.173147196334,19224.00004540035,13702.788869632694
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,2,Percent,2006,0.0515924156423167,0.059219354094876483,0.045787713055239355
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,3,Rate,2006,55.111270695397494,65.78785887773687,46.8933176372163
1,Deaths,190,Uganda,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2006,162.61078929163182,190.37731616151052,141.6654272149773
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,1,Number,2008,16185.451773226869,19288.552572269364,13705.958043208755
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,2,Percent,2008,0.054206463913172395,0.062037556716473395,0.04798872802972748
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,3,Rate,2008,52.36414637403065,62.40348458535061,44.3423392331927
1,Deaths,190,Uganda,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2008,154.74929619583116,181.2688755945266,132.53358656333975
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,1,Number,2021,705053.136131103,739927.8924147468,643844.243657182
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,2,Percent,2021,0.20311119792199084,0.21269270549358169,0.1848657112295143
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,3,Rate,2021,211.95462945519097,222.43875563893022,193.55387714471493
1,Deaths,102,United States of America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2021,119.26825319091563,124.77482342971014,109.8288211785173
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,1,Number,1996,580281.5744805923,598799.3899234098,541795.2636238377
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,2,Percent,1996,0.25146523068714854,0.2594312719029999,0.2351223428734333
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,3,Rate,1996,214.71023772813928,221.56202267321896,200.46990111099052
1,Deaths,102,United States of America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1996,164.91220804014432,169.73666983543345,155.18570444169663
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,1,Number,2011,403148.6300228171,427637.8535283833,354664.1874530388
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,2,Percent,2011,0.3229775311187878,0.3424359367239587,0.28449750698158194
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,3,Rate,2011,310.3582936634978,329.2109773992739,273.0332285520758
1,Deaths,67,Japan,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2011,124.66951844879254,130.68915762860524,112.70172747709815
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,1,Number,2009,383925.3329038388,406193.15239440976,340129.7783382111
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,2,Percent,2009,0.3326794796712193,0.3520480072934837,0.29472159777484724
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,3,Rate,2009,295.31207923467366,312.4402953491075,261.62491360226016
1,Deaths,67,Japan,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2009,125.175421827085,131.1479325974399,113.44142526674395
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,1,Number,2010,16784.12573409375,19898.95995120785,14218.58921715782
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,2,Percent,2010,0.05828026325752594,0.06646055389350035,0.05119018230483302
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,3,Rate,2010,51.43739983843954,60.98326332840948,43.57493921865937
1,Deaths,190,Uganda,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2010,151.449895330075,174.42600123530693,130.02936429448584
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,1,Number,2002,604523.9651785147,624724.2885861637,561111.7455399337
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,2,Percent,2002,0.24872063468807595,0.2570994728577393,0.23078059457997538
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,3,Rate,2002,210.99337251608569,218.0437701962453,195.84146596222655
1,Deaths,102,United States of America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2002,155.96319037483943,160.6074481785251,145.98298749991255
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,1,Number,2012,17611.451677203808,20473.18316361759,14733.537219564372
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,2,Percent,2012,0.06449858726082798,0.07289900389141733,0.0573006934137045
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,3,Rate,2012,51.18418772159962,59.501242118598235,42.82010073170141
1,Deaths,190,Uganda,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2012,148.77343914631024,171.53144712349584,126.28939337113168
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,1,Number,1993,567373.1389578424,585022.8850157498,532321.943324398
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,2,Percent,1993,0.2523592048823539,0.2601472582599164,0.2369865505026352
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,3,Rate,1993,216.2365513946348,222.96320085774326,202.87788291773697
1,Deaths,102,United States of America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1993,168.93878775314394,173.7365432659896,159.48755874416705
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,1,Number,2013,415132.42690833873,443216.76781799545,361503.474387189
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,2,Percent,2013,0.32882443606750505,0.350710762112791,0.2862440771639131
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,3,Rate,2013,320.2426499986577,341.9075529872168,278.8720492967828
1,Deaths,67,Japan,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2013,121.35512659244368,127.70005075505,108.81378021454701
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,1,Number,2010,393474.6622209133,416706.1701078692,347445.01362060057
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,2,Percent,2010,0.33015536631323367,0.3498242159930629,0.29158183401765286
1,Deaths,67,Japan,3,Both,22,All ages,1029,Total cancers,3,Rate,2010,302.70620271222464,320.57856454626636,267.29487517887526
1,Deaths,67,Japan,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2010,124.78869509681707,130.7539536086332,113.01123686863163
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,1,Number,2009,16423.38379869941,19643.908470203878,13944.7315171058
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,2,Percent,2009,0.05624971891309194,0.0638740438194233,0.05005477733257946
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,3,Rate,2009,51.70307581902177,61.841731367034434,43.899936806075196
1,Deaths,190,Uganda,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2009,152.72739400103242,179.00507652260708,131.5187815504774
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,1,Number,2020,686334.3130298806,718783.1594812867,623645.2236769327
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,2,Percent,2020,0.20442500606372344,0.21416132139745092,0.1857547354151371
1,Deaths,102,United States of America,3,Both,22,All ages,1029,Total cancers,3,Rate,2020,207.03853970372734,216.8270081757636,188.1278466659662
1,Deaths,102,United States of America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2020,118.20950491854805,123.31998015812141,108.43970037605771
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,1,Number,2014,19210.46481723949,22480.392672895756,16077.270232712175
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,2,Percent,2014,0.07224913586520187,0.08093020312673409,0.06472202765530877
1,Deaths,190,Uganda,3,Both,22,All ages,1029,Total cancers,3,Rate,2014,52.96924235092588,61.98545318726469,44.3300477838324
